name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
"Fioravante, Sig. Giuseppe Bertoldo",male,23,restaurant staff,S,England,NA,NA,NA,NA,0
"Fitzpatrick, Mr. Cecil William",male,21,engineering crew,S,England,NA,NA,NA,NA,1
"Fitzpatrick, Mr. Hugh Joseph",male,29,engineering crew,B,England,NA,NA,NA,NA,0
"Flarty, Mr. Edward",male,52,engineering crew,S,England,NA,NA,NA,NA,1
"Fleet, Mr. Frederick",male,24,deck crew,B,England,NA,NA,NA,NA,1
"Fletcher, Mr. Percy William",male,26,victualling crew,B,England,NA,NA,NA,NA,0
"Foley, Mr. John",male,46,deck crew,B,Ireland,NA,NA,NA,NA,1
"Foley, Mr. Wilfred Cyril",male,22,victualling crew,S,Wales,NA,NA,NA,NA,1
"Ford, Mr. Ernest",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Ford, Mr. Francis",male,44,victualling crew,S,England,NA,NA,NA,NA,0
"Ford, Mr. H.",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Ford, Mr. Thomas",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Forward, Mr. James",male,27,deck crew,S,England,NA,NA,NA,NA,1
"Foster, Mr. Alfred Charles",male,37,engineering crew,B,England,NA,NA,NA,NA,0
"Fox, Mr. William Thomas",male,27,victualling crew,S,England,NA,NA,NA,NA,0
"Franklin, Mr. Alan Vincent",male,28,victualling crew,S,England,NA,NA,NA,NA,0
"Fraser, Mr. J.",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Fraser, Mr. James",male,30,engineering crew,B,Scotland,NA,NA,NA,NA,0
"Fredericks, Mr. Walter Francis",male,21,engineering crew,S,England,NA,NA,NA,NA,1
"Freeman, Mr. Ernest Edward Samuel",male,45,victualling crew,B,England,NA,NA,NA,NA,0
"Fryer, Mr. Albert Ernest",male,29,engineering crew,S,England,NA,NA,NA,NA,1
"Gatti, Sig. Gaspare Antonio Pietro",male,37,restaurant staff,S,England,NA,NA,NA,NA,0
"Geddes, Mr. Richard Charles",male,32,victualling crew,S,England,NA,NA,NA,NA,0
"Geer, Mr. Alfred Emest",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Gibbons, Mr. Jacob William",male,36,victualling crew,S,England,NA,NA,NA,NA,1
"Gilardino, Sig. Vincenzo Pio",male,31,restaurant staff,S,England,NA,NA,NA,NA,0
"Giles, Mr. John Robert",male,32,victualling crew,S,England,NA,NA,NA,NA,0
"Gill, Mr. Joseph Stanley",male,38,victualling crew,B,England,NA,NA,NA,NA,0
"Gill, Mr. Patrick",male,38,victualling crew,S,England,NA,NA,NA,NA,0
"Godley, Mr. George Auguste",male,61,engineering crew,S,England,NA,NA,NA,NA,1
"Godwin, Mr. Frederick Charles",male,36,engineering crew,S,England,NA,NA,NA,NA,0
"Golder, Mr. M. W.",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Gold, Mrs. Jane Kate Coulson",female,45,victualling crew,S,England,NA,NA,NA,NA,1
"Gollop, Mr. F.",male,28,victualling crew,S,England,NA,NA,NA,NA,0
"Gordon, Mr. J.",male,29,engineering crew,S,England,NA,NA,NA,NA,0
"Goree, Mr. Frank",male,41,engineering crew,S,England,NA,NA,NA,NA,0
"Goshawk, Mr. Alfred James",male,40,victualling crew,B,England,NA,NA,NA,NA,0
"Gosling, Mr. Bertram James",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Gosling, Mr. S.",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Gradidge, Mr. Ernest Edward",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Graham, Mr. Thomas Gibson",male,28,engineering crew,B,Northern Ireland,NA,NA,NA,NA,1
"Gregory, Mr. David",male,43,engineering crew,S,England,NA,NA,NA,NA,0
"Gregson, Miss. Mary",female,45,victualling crew,S,England,NA,NA,NA,NA,1
"Grosclaude, Mr. Gérald",male,24,restaurant staff,S,England,NA,NA,NA,NA,0
"Gumery, Mr. George",male,24,engineering crew,S,England,NA,NA,NA,NA,0
"Gunn, Mr. Joseph Alfred",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Guy, Mr. Elgar John",male,29,victualling crew,S,England,NA,NA,NA,NA,1
"Gwinn, Mr. William Logan",male,37,victualling crew,S,United States,NA,NA,NA,NA,0
"Haggan, Mr. John",male,35,engineering crew,B,Northern Ireland,NA,NA,NA,NA,1
"Haines, Mr. Albert",male,31,deck crew,B,England,NA,NA,NA,NA,1
"Halford, Mr. Walter Stamford",male,22,victualling crew,S,England,NA,NA,NA,NA,1
"Hallett, Mr. George Alexander",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Hall, Mr. Frank Alfred James",male,41,victualling crew,S,England,NA,NA,NA,NA,0
"Hall, Mr. J.",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Hamblyn, Mr. Ernest William",male,47,victualling crew,S,England,NA,NA,NA,NA,0
"Hamilton, Mr. Ernest",male,25,victualling crew,B,England,NA,NA,NA,NA,0
"Hands, Mr. Bernard",male,54,engineering crew,S,Ireland,NA,NA,NA,NA,0
"Hannam, Mr. George",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Harder, Mr. William",male,39,deck crew,S,England,NA,NA,NA,NA,1
"Harding, Mr. Alfred John",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Hardwick, Mr. Reginald",male,21,victualling crew,S,England,NA,NA,NA,NA,1
"Hardy, Mr. John",male,40,victualling crew,B,England,NA,NA,NA,NA,1
"Harris, Mr. Amos",male,24,engineering crew,S,England,NA,NA,NA,NA,0
"Harris, Mr. Charles William",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Harris, Mr. Clifford Henry",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"Harris, Mr. Edward John",male,29,engineering crew,S,England,NA,NA,NA,NA,0
"Harris, Mr. Edward Matthew",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"Harris, Mr. Frederick",male,39,engineering crew,S,England,NA,NA,NA,NA,1
"Harrison, Mr. Aragõa Drummond",male,40,victualling crew,S,England,NA,NA,NA,NA,1
"Harrison, Mr. Norman E.",male,38,engineering crew,B,England,NA,NA,NA,NA,0
"Hart, Mr. James",male,54,engineering crew,S,England,NA,NA,NA,NA,0
"Hart, Mr. John Edward",male,32,victualling crew,S,England,NA,NA,NA,NA,1
"Hartnell, Mr. Fred",male,21,victualling crew,S,England,NA,NA,NA,NA,1
"Harvey, Mr. Herbert Gifford",male,34,engineering crew,B,Northern Ireland,NA,NA,NA,NA,0
"Hatch, Mr. Hugh",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Hawkesworth, Mr. James",male,52,victualling crew,S,England,NA,NA,NA,NA,0
"Hawkesworth, Mr. William Walter",male,43,victualling crew,S,England,NA,NA,NA,NA,0
"Hayter, Mr. Arthur",male,45,victualling crew,B,England,NA,NA,NA,NA,0
"Head, Mr. Alfred",male,24,engineering crew,S,England,NA,NA,NA,NA,0
"Hebb, Mr. William Albert",male,22,engineering crew,S,England,NA,NA,NA,NA,1
"Heinen, Mr. Joseph Dominichus",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Hemming, Mr. Samuel Ernest",male,43,deck crew,B,England,NA,NA,NA,NA,1
"Hendrickson, Mr. Charles Osker",male,28,engineering crew,S,England,NA,NA,NA,NA,1
"Hendy, Mr. Edward Martin",male,40,victualling crew,B,England,NA,NA,NA,NA,0
"Hensford, Mr. Herbert George Ernest",male,26,victualling crew,S,England,NA,NA,NA,NA,0
"Hesketh, Mr. John Henry",male,33,engineering crew,B,England,NA,NA,NA,NA,0
"Heslin, Mr. James",male,45,engineering crew,S,England,NA,NA,NA,NA,0
"Hewitt, Mr. Thomas",male,37,victualling crew,B,England,NA,NA,NA,NA,0
"Hichens, Mr. Robert",male,29,deck crew,S,England,NA,NA,NA,NA,1
"Hill, Mr. H. P.",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Hill, Mr. James",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Hill, Mr. James Colston",male,43,victualling crew,B,England,NA,NA,NA,NA,0
"Hinckley, Mr. George Herbert",male,40,victualling crew,S,England,NA,NA,NA,NA,0
"Hine, Mr. William Edward",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Hinton, Mr. Stephen William",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Hiscock, Mr. Sydney George",male,25,victualling crew,S,England,NA,NA,NA,NA,0
"Hoare, Mr. Leonard James",male,19,victualling crew,B,England,NA,NA,NA,NA,0
"Hodge, Mr. Charley",male,29,engineering crew,B,England,NA,NA,NA,NA,0
"Hodges, Mr. W.",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Hodgkinson, Mr. Leonard",male,46,engineering crew,B,England,NA,NA,NA,NA,0
"Hogg, Mr. Charles William",male,43,victualling crew,S,England,NA,NA,NA,NA,0
"Hogg, Mr. George Alfred",male,29,deck crew,B,England,NA,NA,NA,NA,1
"Hogue, Mr. E.",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Holland, Mr. Thomas",male,28,victualling crew,B,England,NA,NA,NA,NA,0
"Holloway, Mr. Sidney",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"Holman, Mr. Harry",male,29,deck crew,B,England,NA,NA,NA,NA,0
"Hopgood, Mr. Roland John C.",male,29,engineering crew,S,England,NA,NA,NA,NA,0
"Hopkins, Mr. Frederick William",male,15,victualling crew,S,England,NA,NA,NA,NA,0
"Hopkins, Mr. Robert John",male,40,deck crew,S,England,NA,NA,NA,NA,1
"Horswill, Mr. Albert Edward James",male,33,deck crew,S,England,NA,NA,NA,NA,1
"Hosgood, Mr. Richard William",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Hosking, Mr. George Fox",male,36,engineering crew,B,England,NA,NA,NA,NA,0
"House, Mr. William John",male,38,victualling crew,B,England,NA,NA,NA,NA,0
"Howell, Mr. Arthur Albert",male,31,victualling crew,B,England,NA,NA,NA,NA,0
"Hughes, Mr. William Thomas",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Humby, Mr. Frederick Charles",male,18,victualling crew,S,England,NA,NA,NA,NA,0
"Humphreys, Mr. Humphrey",male,32,victualling crew,S,England,NA,NA,NA,NA,0
"Humphreys, Mr. Sidney",male,53,deck crew,S,England,NA,NA,NA,NA,1
"Hunt, Mr. Albert Sylvanus",male,23,engineering crew,S,England,NA,NA,NA,NA,1
"Hunt, Mr. Tom",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Hurst, Mr. Charles John",male,41,engineering crew,S,England,NA,NA,NA,NA,0
"Hurst, Mr. Walter",male,23,engineering crew,S,England,NA,NA,NA,NA,1
"Hutchinson, Mr. James",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Hutchinson, Mr. John Hall",male,28,deck crew,B,England,NA,NA,NA,NA,0
"Hyland, Mr. James Leo",male,19,victualling crew,S,England,NA,NA,NA,NA,1
"Ide, Mr. Harry John",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Ingram, Mr. George",male,19,engineering crew,S,England,NA,NA,NA,NA,0
"Ingrouille, Mr. Henry",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Ings, Mr. William Ernest",male,20,victualling crew,S,England,NA,NA,NA,NA,0
"Instance, Mr. T.",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Jackopson, Mr. John Henry",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Jackson, Mr. Cecil",male,22,victualling crew,B,England,NA,NA,NA,NA,0
"Jago, Mr. Joseph",male,59,engineering crew,S,England,NA,NA,NA,NA,0
"Jaillet, Mr. Henri Marie",male,38,restaurant staff,S,France,NA,NA,NA,NA,0
"James, Mr. Thomas",male,27,engineering crew,S,Wales,NA,NA,NA,NA,0
"Janaway, Mr. William Frank",male,35,victualling crew,B,England,NA,NA,NA,NA,0
"Janin, Mr. Claude Marie",male,29,restaurant staff,S,England,NA,NA,NA,NA,0
"Jeffery, Mr. William Alfred",male,28,restaurant staff,S,England,NA,NA,NA,NA,0
"Jenner, Mr. Thomas Henry (Harry)",male,55,victualling crew,B,England,NA,NA,NA,NA,0
"Jensen, Mr. Charles Valdemar",male,25,victualling crew,S,England,NA,NA,NA,NA,0
"Jessop, Miss. Violet Constance",female,24,victualling crew,S,England,NA,NA,NA,NA,1
"Jewell, Mr. Archie",male,23,deck crew,B,England,NA,NA,NA,NA,1
"Joas, Mr. N.",male,38,engineering crew,S,England,NA,NA,NA,NA,0
"Johnston, Mr. James",male,41,victualling crew,B,England,NA,NA,NA,NA,1
"Jones, Mr. Albert Hugh Brabner",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"Jones, Mr. Arthur Ernest",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Jones, Mr. Harry Owen G.",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Jones, Mr. Thomas William",male,32,deck crew,S,England,NA,NA,NA,NA,1
"Jones, Mr. Victor Reginald",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Jouannault, Mr. Georges Jules",male,24,restaurant staff,S,England,NA,NA,NA,NA,0
"Joughin, Mr. Charles John",male,32,victualling crew,B,England,NA,NA,NA,NA,1
"Judd, Mr. Charles Edward",male,31,engineering crew,S,England,NA,NA,NA,NA,1
"Jukes, Mr. Henry James",male,38,engineering crew,S,England,NA,NA,NA,NA,0
"Jupe, Mr. Boykett Herbert",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Kasper, Mr. Franz Wilhelm",male,40,engineering crew,S,England,NA,NA,NA,NA,1
"Kearl, Mr. Charles Henry",male,44,engineering crew,S,England,NA,NA,NA,NA,0
"Kearl, Mr. George Edward",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Keen, Mr. Percy Edward",male,30,victualling crew,S,England,NA,NA,NA,NA,1
"Kelland, Mr. Thomas",male,18,victualling crew,S,England,NA,NA,NA,NA,0
"Kelly, Mr. William",male,23,engineering crew,B,Scotland,NA,NA,NA,NA,0
"Kemish, Mr. George",male,22,engineering crew,S,England,NA,NA,NA,NA,1
"Kemp, Mr. Thomas Hulman",male,43,engineering crew,B,England,NA,NA,NA,NA,0
"Kenchenten, Mr. Frederick Charles",male,37,engineering crew,S,England,NA,NA,NA,NA,0
"Kennell, Mr. Charles",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Kenzler, Mr. August",male,44,engineering crew,B,England,NA,NA,NA,NA,0
"Kerley, Mr. William Thomas",male,28,victualling crew,S,England,NA,NA,NA,NA,0
"Kerr, Mr. Thomas Russell",male,26,engineering crew,S,Scotland,NA,NA,NA,NA,0
"Ketchley, Mr. Henry",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Kieran, Mr. Edgar Michael",male,34,victualling crew,S,Ireland,NA,NA,NA,NA,0
"Kieran, Mr. James William",male,35,victualling crew,S,England,NA,NA,NA,NA,0
"King, Mr. Alfred John Moffett",male,18,victualling crew,S,England,NA,NA,NA,NA,0
"King, Mr. Ernest Waldron",male,28,victualling crew,S,Ireland,NA,NA,NA,NA,0
"King, Mr. G.",male,20,victualling crew,S,England,NA,NA,NA,NA,0
"King, Mr. Thomas Walter",male,42,deck crew,S,England,NA,NA,NA,NA,0
"Kingscote, Mr. William Ford",male,48,victualling crew,S,England,NA,NA,NA,NA,0
"Kinsella, Mr. Louis",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Kirkaldy, Mr. Thomas Benjamin",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Kirkham, Mr. James",male,43,engineering crew,S,England,NA,NA,NA,NA,0
"Kitching, Mr. Arthur Alfred",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Klein, Mr. Herbert",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Knight, Mr. George",male,49,victualling crew,S,England,NA,NA,NA,NA,1
"Knight, Mr. Leonard George",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Knowles, Mr. Thomas",male,43,engineering crew,S,England,NA,NA,NA,NA,1
"Lacey, Mr. Bertie William",male,20,victualling crew,S,England,NA,NA,NA,NA,0
"Lahy, Mr. T.",male,41,engineering crew,S,England,NA,NA,NA,NA,0
"Lake, Mr. William",male,46,victualling crew,B,England,NA,NA,NA,NA,0
"Lane, Mr. Albert Edward",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Latimer, Mr. Andrew",male,55,victualling crew,B,England,NA,NA,NA,NA,0
"Lavington, Miss. Elizabeth",female,40,victualling crew,S,England,NA,NA,NA,NA,1
"Lawrence, Mr. Arthur",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Leader, Mr. Archibald",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Leather, Mrs. Elizabeth Mary",female,50,victualling crew,S,England,NA,NA,NA,NA,1
"Lee, Mr. H.",male,18,engineering crew,S,England,NA,NA,NA,NA,0
"Lee, Mr. Henry Reginald",male,29,victualling crew,S,England,NA,NA,NA,NA,1
"Lee, Mr. Reginald Robinson",male,41,deck crew,S,England,NA,NA,NA,NA,1
"Lefebvre, Mr. Paul Georges",male,35,victualling crew,S,England,NA,NA,NA,NA,0
"Leonard, Mr. Matthew",male,25,victualling crew,B,United States,NA,NA,NA,NA,0
"Levett, Mr. George Alfred",male,26,victualling crew,B,England,NA,NA,NA,NA,0
"Lewis, Mr. Arthur Ernest Read",male,27,victualling crew,S,England,NA,NA,NA,NA,1
"Light, Mr. Charles Edward",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"Light, Mr. Christopher William",male,20,engineering crew,S,England,NA,NA,NA,NA,0
"Light, Mr. W.",male,47,engineering crew,S,England,NA,NA,NA,NA,0
"Lightoller, Mr. Charles Herbert",male,38,deck crew,B,England,NA,NA,NA,NA,1
"Lindsay, Mr. William Charles",male,30,engineering crew,S,England,NA,NA,NA,NA,1
"Littlejohn, Mr. Alexander James",male,40,victualling crew,B,England,NA,NA,NA,NA,1
"Lloyd, Mr. Humphrey",male,41,victualling crew,B,England,NA,NA,NA,NA,0
"Lloyd, Mr. William",male,29,engineering crew,S,England,NA,NA,NA,NA,0
"Locke, Mr. A.",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Long, Mr. Frank",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Long, Mr. William",male,36,engineering crew,S,England,NA,NA,NA,NA,0
"Longmuir, Mr. John Dickson",male,20,victualling crew,S,England,NA,NA,NA,NA,0
"Lovell, Mr. John",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Lowe, Mr. Harold Godfrey",male,29,deck crew,B,Wales,NA,NA,NA,NA,1
"Lucas, Mr. William Arthur",male,25,deck crew,S,England,NA,NA,NA,NA,1
"Lucas, Mr. William Watson",male,31,victualling crew,B,England,NA,NA,NA,NA,1
"Lydiatt, Mr. Charles",male,45,victualling crew,S,England,NA,NA,NA,NA,0
"Lyons, Mr. William Henry",male,26,deck crew,S,Ireland,NA,NA,NA,NA,0
"Mabey, Mr. John Charles",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"MacKie, Mr. George William",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Mackie, Mr. William Dickson",male,32,engineering crew,B,Scotland,NA,NA,NA,NA,0
"Major, Mr. Thomas Edgar",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Major, Mr. William James",male,32,engineering crew,S,England,NA,NA,NA,NA,1
"Mantle, Mr. Roland Frederick",male,40,victualling crew,S,England,NA,NA,NA,NA,0
"March, Mr. John Starr",male,50,victualling crew,S,United States,NA,NA,NA,NA,0
"Marett, Mr. George John",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Marks, Mr. James",male,27,victualling crew,S,Scotland,NA,NA,NA,NA,0
"Marriott, Mr. John William",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Marsden, Miss. Evelyn",female,28,victualling crew,S,England,NA,NA,NA,NA,1
"Marsh, Mr. Frederick Charles",male,40,engineering crew,S,England,NA,NA,NA,NA,0
"Martin, Miss. Mabel Elvina",female,20,restaurant staff,S,England,NA,NA,NA,NA,1
"Martin, Mrs. Annie Martha",female,39,victualling crew,S,Channel Islands,NA,NA,NA,NA,1
"Maskell, Mr. Leopold Adolphus",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Mason, Mr. Frank Archibald Robert",male,32,engineering crew,S,England,NA,NA,NA,NA,1
"Mason, Mr. J.",male,39,engineering crew,S,England,NA,NA,NA,NA,0
"Matherson, Mr. David",male,30,deck crew,S,England,NA,NA,NA,NA,0
"Mathias, Mr. Montague Vincent",male,29,deck crew,S,Wales,NA,NA,NA,NA,0
"Mattmann, Sig. Adolf",male,20,restaurant staff,S,England,NA,NA,NA,NA,0
"Mauge, Mr. Paul Achille Maurice Germain",male,25,restaurant staff,S,England,NA,NA,NA,NA,1
"Maxwell, Mr. John",male,30,deck crew,B,England,NA,NA,NA,NA,0
"May, Mr. Arthur William",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"May, Mr. Arthur William",male,59,engineering crew,S,England,NA,NA,NA,NA,0
"Maynard, Mr. Isaac Hiram",male,31,victualling crew,B,England,NA,NA,NA,NA,1
"Mayo, Mr. William Peter",male,28,engineering crew,S,England,NA,NA,NA,NA,0
"Maytum, Mr. Alfred",male,53,victualling crew,B,England,NA,NA,NA,NA,0
"Mayzes, Mr. Thomas Jubilee",male,25,engineering crew,S,England,NA,NA,NA,NA,1
"McAndrew, Mr. Thomas Patrick",male,38,engineering crew,S,England,NA,NA,NA,NA,0
"McAndrews, Mr. William",male,23,engineering crew,S,NA,NA,NA,NA,NA,0
"McCarthy, Mr. Frederick James",male,38,victualling crew,S,England,NA,NA,NA,NA,0
"McCarthy, Mr. William",male,47,deck crew,S,Ireland,NA,NA,NA,NA,1
"McCastlan, Mr. W.",male,38,engineering crew,S,England,NA,NA,NA,NA,0
"McCawley, Mr. Thomas W.",male,36,victualling crew,B,Scotland,NA,NA,NA,NA,0
"McElroy, Mr. Hugh Walter",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"McGann, Mr. James",male,29,engineering crew,S,England,NA,NA,NA,NA,1
"McGarvey, Mr. Edward Joseph",male,34,engineering crew,S,England,NA,NA,NA,NA,0
"McGaw, Mr. Erroll Victor",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"McGough, Mr. George Francis 'Paddy'",male,36,deck crew,S,Ireland,NA,NA,NA,NA,1
"McGrady, Mr. James",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"McInerney, Mr. Thomas",male,38,engineering crew,S,England,NA,NA,NA,NA,0
"McIntyre, Mr. William",male,21,engineering crew,S,England,NA,NA,NA,NA,1
"McKay, Mr. Charles Donald",male,30,victualling crew,B,England,NA,NA,NA,NA,1
"McLaren, Mrs. Hypatia",female,40,victualling crew,S,England,NA,NA,NA,NA,1
"McMicken, Mr. Arthur",male,23,victualling crew,B,England,NA,NA,NA,NA,1
"McMicken, Mr. Benjamin Tucker",male,21,victualling crew,B,England,NA,NA,NA,NA,0
"McMullin, Mr. John Richard",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"McMurray, Mr. William",male,44,victualling crew,B,England,NA,NA,NA,NA,0
"McQuillan, Mr. William",male,26,engineering crew,B,Northern Ireland,NA,NA,NA,NA,0
"McRae, Mr. William Alexander",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"McReynolds, Mr. William",male,22,engineering crew,B,Northern Ireland,NA,NA,NA,NA,0
"Mellor, Mr. Arthur",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Middleton, Mr. Alfred Pirrie",male,27,engineering crew,B,Ireland,NA,NA,NA,NA,0
"Middleton, Mr. Mark Victor",male,28,victualling crew,S,England,NA,NA,NA,NA,0
"Milford, Mr. George",male,28,engineering crew,S,England,NA,NA,NA,NA,0
"Millar, Mr. Robert",male,26,engineering crew,B,Scotland,NA,NA,NA,NA,0
"Millar, Mr. Thomas",male,32,engineering crew,B,Northern Ireland,NA,NA,NA,NA,0
"Mills, Mr. Christopher",male,51,victualling crew,S,England,NA,NA,NA,NA,1
"Mintram, Mr. William",male,46,engineering crew,S,England,NA,NA,NA,NA,0
"Mishellany, Mr. Abraham Mansoor",male,53,victualling crew,B,Lebanon,NA,NA,NA,NA,0
"Mitchell, Mr. Lorenzo (Lawrence) Horace",male,19,engineering crew,S,England,NA,NA,NA,NA,0
"Monrós, Sr. Joan Javier",male,20,restaurant staff,S,Spain,NA,NA,NA,NA,0
"Monteverdi, Sig. Giovanni",male,23,restaurant staff,S,England,NA,NA,NA,NA,0
"Moody, Mr. James Paul",male,24,deck crew,B,England,NA,NA,NA,NA,0
"Moore, Mr. Alfred Ernest",male,39,victualling crew,S,England,NA,NA,NA,NA,0
"Moore, Mr. George Alfred",male,32,deck crew,S,England,NA,NA,NA,NA,1
"Moore, Mr. John J.",male,29,engineering crew,S,England,NA,NA,NA,NA,1
"Moore, Mr. Ralph",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Moores, Mr. Richard Henry",male,44,engineering crew,S,England,NA,NA,NA,NA,0
"Morgan (Bird), Mr. Charles Frederick",male,42,victualling crew,S,England,NA,NA,NA,NA,0
"Morgan, Mr. Arthur Herbert",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Morgan, Mr. Thomas A.",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Morris, Mr. Arthur",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Morris, Mr. Frank Herbert",male,28,victualling crew,B,England,NA,NA,NA,NA,1
"Morris, Mr. William Edward",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Moss, Mr. William",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Moyes, Mr. William Young",male,24,engineering crew,B,Scotland,NA,NA,NA,NA,0
"Müller, Mr. Ludwig",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Mullin, Mr. Thomas",male,20,victualling crew,S,Scotland,NA,NA,NA,NA,0
"Murdoch, Mr. William McMaster",male,39,deck crew,B,Scotland,NA,NA,NA,NA,0
"Nannini, Sig. Francesco Luigi Arcangelo",male,42,restaurant staff,S,Italy,NA,NA,NA,NA,0
"Neal, Mr. Bentley Harold",male,26,victualling crew,S,England,NA,NA,NA,NA,1
"Nettleton, Mr. George Walter",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Newman, Mr. Charles Thomas",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Nicholls, Mr. Sidney",male,39,victualling crew,S,England,NA,NA,NA,NA,0
"Nichols, Mr. Alfred William Stanley",male,48,deck crew,B,Australia,NA,NA,NA,NA,0
"Nichols, Mr. Arthur",male,46,victualling crew,S,England,NA,NA,NA,NA,0
"Nichols, Mr. Walter Henry",male,35,victualling crew,S,England,NA,NA,NA,NA,1
"Niven, Mr. John Brown",male,30,engineering crew,S,Scotland,NA,NA,NA,NA,0
"Noon, Mr. John Thomas",male,42,engineering crew,S,England,NA,NA,NA,NA,0
"Norris, Mr. James",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Noss, Mr. Bertram Arthur",male,21,engineering crew,S,England,NA,NA,NA,NA,0
"Noss, Mr. Henry",male,30,engineering crew,S,England,NA,NA,NA,NA,1
"Nutbean, Mr. William",male,30,engineering crew,S,England,NA,NA,NA,NA,1
"O'Connor, Mr. John",male,29,engineering crew,S,England,NA,NA,NA,NA,1
"O'Connor, Mr. Thomas Peter",male,44,victualling crew,B,England,NA,NA,NA,NA,0
"Olive, Mr. Charles",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Olive, Mr. Ernest Roskelly",male,27,victualling crew,S,England,NA,NA,NA,NA,0
"Oliver, Mr. H.",male,32,engineering crew,S,England,NA,NA,NA,NA,1
"Olliver, Mr. Alfred John",male,27,deck crew,B,Channel Islands,NA,NA,NA,NA,1
